order_id,customer_id,order_date,amount_usd,category,product,is_subscription_order
O16743,C101235,2025-06-11,18.83,body-care,Sugar Scrub,True
O16744,C101235,2025-08-08,83.94,bundles,Gift Set,True
O16745,C101235,2025-09-26,30.98,body-care,Sugar Scrub,True
O16747,C101235,2025-09-26,19.03,body-care,Velvet Body Butter,True
O16746,C101235,2025-10-26,36.19,body-care,Hand Repair,True
O16752,C101236,2024-09-10,59.74,skincare,Dew Cream,False
O16749,C101236,2024-10-20,58.05,body-care,Sugar Scrub,False
O16753,C101236,2024-12-21,45.67,haircare,Root Boost Drops,False
O16751,C101236,2025-08-06,51.64,body-care,Hand Repair,False
O16750,C101236,2025-11-27,49.77,supplements,Daily Greens,False
O16758,C101237,2025-07-15,46.64,haircare,Gentle Wash,False
O16759,C101237,2025-11-17,21.99,skincare,Dew Cream,False
O16757,C101237,2026-01-23,35.41,haircare,Gentle Wash,False
O16756,C101237,2026-04-23,39.52,haircare,Gentle Wash,False
O16755,C101237,2026-05-07,19.12,haircare,Silk Repair Mask,False
O16754,C101237,2026-06-01,39.46,haircare,Gentle Wash,False
O16761,C101238,2024-11-23,42.19,bundles,Full Routine Bundle,False
O16760,C101238,2025-07-21,32.87,body-care,Hand Repair,False
O16763,C101239,2025-05-07,39.97,haircare,Gentle Wash,False
O16764,C101239,2025-06-15,98.64,bundles,Full Routine Bundle,False
O16762,C101239,2025-07-11,34.81,skincare,Glow SPF 40,False
O16765,C101239,2025-11-15,27.14,haircare,Silk Repair Mask,False
O16766,C101239,2025-12-05,36.18,haircare,Root Boost Drops,False
O16767,C101240,2025-08-09,31.11,supplements,Sleep Gummies,False
O16768,C101241,2024-08-28,40.58,haircare,Silk Repair Mask,True
O16769,C101241,2024-10-04,31.41,supplements,Daily Greens,False
O16772,C101241,2024-10-22,47.95,haircare,Silk Repair Mask,False
O16770,C101241,2025-01-07,31.36,haircare,Root Boost Drops,True
O16771,C101241,2025-01-29,31.53,haircare,Root Boost Drops,True
O16773,C101241,2025-04-15,26.2,haircare,Root Boost Drops,True
O16774,C101242,2025-11-19,106.88,bundles,Gift Set,False
O16778,C101242,2025-11-24,47.18,bundles,Starter Ritual Kit,False
O16779,C101242,2025-12-29,93.88,bundles,Gift Set,True
O16775,C101242,2026-01-03,86.01,bundles,Starter Ritual Kit,True
O16776,C101242,2026-01-04,42.93,bundles,Starter Ritual Kit,True
O16777,C101242,2026-02-01,29.5,body-care,Velvet Body Butter,True
O16782,C101243,2026-01-26,20.06,body-care,Velvet Body Butter,False
O16780,C101243,2026-03-13,31.98,haircare,Gentle Wash,False
O16781,C101243,2026-03-29,25.09,haircare,Silk Repair Mask,False
O16784,C101244,2025-03-03,54.12,body-care,Sugar Scrub,False
O16787,C101244,2025-03-08,59.68,body-care,Velvet Body Butter,False
O16788,C101244,2025-04-11,48.27,body-care,Velvet Body Butter,False
O16783,C101244,2025-07-08,31.72,body-care,Sugar Scrub,False
O16786,C101244,2025-08-13,29.79,body-care,Velvet Body Butter,False
O16785,C101244,2025-10-03,42.05,body-care,Hand Repair,False
O16795,C101245,2026-06-06,44.21,supplements,Daily Greens,True
O16793,C101245,2026-06-12,20.17,wellness-tea,Focus Blend,False
O16790,C101245,2026-06-22,57.46,haircare,Gentle Wash,False
O16794,C101245,2026-06-28,108.4,bundles,Starter Ritual Kit,True
O16791,C101245,2026-07-09,110.07,bundles,Full Routine Bundle,True
O16792,C101245,2026-07-15,51.73,supplements,Daily Greens,False
O16789,C101245,2026-07-19,40.72,wellness-tea,Detox Blend,True
O16801,C101246,2024-09-26,63.98,bundles,Gift Set,True
O16802,C101246,2024-09-27,50.42,bundles,Starter Ritual Kit,True
O16796,C101246,2024-10-22,49.76,bundles,Full Routine Bundle,True
O16800,C101246,2024-10-24,67.83,bundles,Starter Ritual Kit,True
O16804,C101246,2024-11-23,124.58,bundles,Gift Set,True
O16803,C101246,2024-11-28,64.89,bundles,Full Routine Bundle,True
O16798,C101246,2025-01-09,47.8,body-care,Velvet Body Butter,True
O16805,C101246,2025-01-18,23.06,body-care,Hand Repair,True
O16799,C101246,2025-01-30,93.25,bundles,Starter Ritual Kit,True
O16797,C101246,2025-02-25,122.75,bundles,Gift Set,False
O16807,C101247,2026-02-25,40.03,skincare,Renew Serum,False
O16806,C101247,2026-03-23,58.13,body-care,Velvet Body Butter,False
O16810,C101248,2026-03-16,39.67,haircare,Silk Repair Mask,False
O16811,C101248,2026-04-23,22.39,haircare,Gentle Wash,False
O16812,C101248,2026-04-23,51.79,haircare,Root Boost Drops,False
O16808,C101248,2026-04-24,61.56,bundles,Starter Ritual Kit,False
O16809,C101248,2026-05-01,52.38,haircare,Gentle Wash,False
O16813,C101248,2026-05-18,34.06,body-care,Velvet Body Butter,False
O16815,C101248,2026-05-30,21.57,haircare,Root Boost Drops,False
O16814,C101248,2026-05-31,32.86,haircare,Root Boost Drops,False
O16816,C101249,2024-12-23,108.11,bundles,Full Routine Bundle,False
O16818,C101249,2025-05-13,18.96,haircare,Gentle Wash,False
O16819,C101249,2025-07-06,35.8,body-care,Velvet Body Butter,False
O16817,C101249,2025-09-09,25.39,haircare,Silk Repair Mask,False
O16823,C101250,2026-04-09,32.7,supplements,Sleep Gummies,False
O16821,C101250,2026-04-29,20.57,skincare,Dew Cream,False
O16820,C101250,2026-05-15,31.06,supplements,Sleep Gummies,False
O16822,C101250,2026-06-09,31.25,wellness-tea,Calm Blend,False
O16826,C101251,2024-12-18,52.79,haircare,Root Boost Drops,False
O16825,C101251,2025-02-17,53.95,supplements,Omega Blend,False
O16824,C101251,2025-06-17,54.89,skincare,Renew Serum,False
O16829,C101252,2024-03-12,20.76,body-care,Velvet Body Butter,False
O16828,C101252,2024-04-28,94.04,bundles,Full Routine Bundle,False
O16831,C101252,2024-07-02,102.03,bundles,Gift Set,False
O16827,C101252,2024-07-13,128.98,bundles,Starter Ritual Kit,False
O16830,C101252,2024-07-24,83.29,bundles,Gift Set,False
O16832,C101253,2025-04-05,82.21,bundles,Gift Set,False
O16835,C101254,2025-11-25,76.47,bundles,Gift Set,False
O16837,C101254,2025-12-16,34.95,supplements,Collagen Peptides,False
O16840,C101254,2025-12-18,22.65,skincare,Dew Cream,False
O16836,C101254,2025-12-26,40.87,skincare,Clarity Cleanser,False
O16838,C101254,2025-12-28,53.3,skincare,Glow SPF 40,False
O16839,C101254,2025-12-30,39.38,skincare,Dew Cream,False
O16834,C101254,2026-02-03,24.97,skincare,Dew Cream,False
O16833,C101254,2026-03-15,26.98,skincare,Dew Cream,False
O16842,C101255,2025-03-20,24.55,haircare,Silk Repair Mask,False
O16845,C101255,2025-04-17,26.0,haircare,Gentle Wash,False
O16841,C101255,2025-05-19,47.94,body-care,Hand Repair,False
O16843,C101255,2026-05-05,32.12,supplements,Sleep Gummies,False
O16844,C101255,2026-07-15,57.81,haircare,Root Boost Drops,False
O16847,C101256,2026-04-12,67.79,bundles,Full Routine Bundle,False
O16849,C101256,2026-04-27,48.29,body-care,Velvet Body Butter,False
O16846,C101256,2026-04-27,49.14,bundles,Full Routine Bundle,False
O16848,C101256,2026-05-20,44.55,skincare,Glow SPF 40,False
O16852,C101257,2026-02-22,49.58,haircare,Silk Repair Mask,False
O16850,C101257,2026-03-01,72.46,bundles,Starter Ritual Kit,False
O16851,C101257,2026-04-26,56.55,haircare,Silk Repair Mask,True
O16860,C101258,2025-05-17,30.92,wellness-tea,Detox Blend,False
O16856,C101258,2025-08-01,40.46,wellness-tea,Focus Blend,False
O16858,C101258,2025-08-26,23.69,haircare,Gentle Wash,False
O16855,C101258,2025-09-12,45.23,haircare,Silk Repair Mask,False
O16861,C101258,2025-12-01,50.46,wellness-tea,Focus Blend,False
O16854,C101258,2026-01-06,46.6,wellness-tea,Focus Blend,False
O16857,C101258,2026-02-25,41.03,wellness-tea,Detox Blend,False
O16859,C101258,2026-04-02,48.99,haircare,Silk Repair Mask,False
O16853,C101258,2026-05-02,19.68,skincare,Renew Serum,False
O16864,C101259,2025-08-03,51.87,skincare,Renew Serum,False
O16863,C101259,2025-09-06,57.86,skincare,Glow SPF 40,False
O16865,C101259,2025-10-19,45.0,skincare,Clarity Cleanser,False
O16862,C101259,2025-11-03,27.93,skincare,Glow SPF 40,False
O16866,C101259,2025-11-06,30.16,skincare,Glow SPF 40,False
O16867,C101259,2025-11-22,30.76,body-care,Sugar Scrub,False
O16868,C101260,2025-08-22,29.33,skincare,Dew Cream,False
O16870,C101260,2025-09-12,63.99,bundles,Gift Set,False
O16869,C101260,2025-10-14,76.24,bundles,Starter Ritual Kit,False
O16872,C101260,2025-12-10,128.66,bundles,Full Routine Bundle,False
O16871,C101260,2025-12-22,48.42,supplements,Daily Greens,False
O16874,C101261,2024-10-02,57.98,body-care,Hand Repair,False
O16873,C101261,2024-12-28,41.65,haircare,Gentle Wash,False
O16875,C101261,2025-01-28,52.57,body-care,Hand Repair,False
O16880,C101262,2025-08-29,43.31,body-care,Sugar Scrub,False
O16876,C101262,2025-09-09,50.32,skincare,Glow SPF 40,False
O16877,C101262,2025-09-15,109.23,bundles,Starter Ritual Kit,False
O16881,C101262,2025-09-24,28.9,skincare,Dew Cream,False
O16878,C101262,2026-01-07,27.66,supplements,Daily Greens,False
O16879,C101262,2026-03-10,33.23,skincare,Clarity Cleanser,False
O16884,C101263,2026-06-14,124.83,bundles,Starter Ritual Kit,False
O16882,C101263,2026-06-27,21.31,body-care,Velvet Body Butter,False
O16885,C101263,2026-07-02,54.83,supplements,Omega Blend,False
O16883,C101263,2026-07-09,41.25,skincare,Dew Cream,False
O16890,C101264,2024-05-14,46.75,supplements,Collagen Peptides,False
O16889,C101264,2024-05-29,56.5,supplements,Daily Greens,False
O16888,C101264,2024-06-25,42.83,supplements,Daily Greens,False
O16887,C101264,2024-12-31,42.37,supplements,Omega Blend,False
O16886,C101264,2025-10-04,57.69,supplements,Omega Blend,False
O16895,C101265,2025-04-10,75.8,bundles,Full Routine Bundle,True
O16891,C101265,2025-05-23,48.54,skincare,Clarity Cleanser,False
O16894,C101265,2025-07-09,52.6,skincare,Clarity Cleanser,False
O16899,C101265,2025-07-22,50.29,skincare,Dew Cream,True
O16897,C101265,2025-09-08,44.64,body-care,Hand Repair,False
O16898,C101265,2025-10-13,42.3,skincare,Renew Serum,True
O16892,C101265,2025-10-24,55.37,skincare,Clarity Cleanser,True
O16893,C101265,2025-12-24,52.04,skincare,Clarity Cleanser,False
O16896,C101265,2025-12-25,42.29,skincare,Dew Cream,False
O16901,C101266,2024-06-14,55.23,skincare,Glow SPF 40,False
O16900,C101266,2025-03-05,19.89,skincare,Clarity Cleanser,False
O16903,C101266,2025-03-15,29.03,wellness-tea,Focus Blend,False
O16902,C101266,2025-04-18,37.89,wellness-tea,Detox Blend,False
O16904,C101266,2025-04-28,49.13,skincare,Clarity Cleanser,False
O16909,C101267,2025-09-13,61.37,bundles,Starter Ritual Kit,False
O16908,C101267,2025-10-23,29.84,body-care,Velvet Body Butter,False
O16906,C101267,2025-11-01,23.62,haircare,Silk Repair Mask,False
O16905,C101267,2025-11-16,51.01,body-care,Sugar Scrub,False
O16907,C101267,2025-12-01,50.25,body-care,Velvet Body Butter,False
O16915,C101268,2026-03-16,36.07,skincare,Glow SPF 40,True
O16917,C101268,2026-03-18,53.79,haircare,Silk Repair Mask,True
O16911,C101268,2026-03-29,56.54,haircare,Gentle Wash,True
O16913,C101268,2026-04-01,45.43,haircare,Gentle Wash,True
O16916,C101268,2026-04-12,28.42,haircare,Gentle Wash,False
O16910,C101268,2026-05-09,53.35,haircare,Root Boost Drops,True
O16914,C101268,2026-05-09,42.68,haircare,Root Boost Drops,False
O16912,C101268,2026-05-10,35.6,haircare,Gentle Wash,True
O16921,C101269,2025-02-25,24.47,body-care,Sugar Scrub,False
O16923,C101269,2025-03-02,36.84,supplements,Collagen Peptides,False
O16918,C101269,2025-12-21,28.84,skincare,Renew Serum,False
O16922,C101269,2026-02-24,85.62,bundles,Gift Set,False
O16920,C101269,2026-05-21,25.82,skincare,Renew Serum,False
O16919,C101269,2026-07-29,36.32,skincare,Clarity Cleanser,False
O16925,C101270,2025-11-21,47.43,haircare,Gentle Wash,False
O16924,C101270,2026-03-10,47.36,body-care,Hand Repair,False
O16926,C101270,2026-03-13,19.07,body-care,Sugar Scrub,False
O16927,C101270,2026-03-15,58.91,body-care,Hand Repair,False
O16933,C101271,2026-05-22,84.93,bundles,Gift Set,False
O16928,C101271,2026-05-26,43.84,bundles,Starter Ritual Kit,False
O16930,C101271,2026-06-04,74.58,bundles,Gift Set,False
O16929,C101271,2026-06-07,124.9,bundles,Full Routine Bundle,False
O16932,C101271,2026-06-23,63.99,bundles,Full Routine Bundle,False
O16931,C101271,2026-06-30,46.76,skincare,Clarity Cleanser,False
O16939,C101272,2025-01-13,39.66,skincare,Renew Serum,True
O16938,C101272,2025-02-18,60.44,bundles,Full Routine Bundle,True
O16937,C101272,2025-03-16,50.49,haircare,Silk Repair Mask,False
O16935,C101272,2025-04-14,18.2,haircare,Silk Repair Mask,True
O16942,C101272,2025-04-29,23.02,wellness-tea,Detox Blend,True
O16934,C101272,2025-07-17,84.11,bundles,Gift Set,True
O16940,C101272,2025-08-18,89.68,bundles,Gift Set,True
O16941,C101272,2025-10-16,23.33,haircare,Gentle Wash,False
O16936,C101272,2026-02-22,90.2,bundles,Full Routine Bundle,True
O16945,C101273,2026-01-30,64.01,bundles,Gift Set,False
O16944,C101273,2026-02-23,80.87,bundles,Starter Ritual Kit,False
O16946,C101273,2026-03-27,59.62,body-care,Sugar Scrub,False
O16943,C101273,2026-04-01,111.59,bundles,Full Routine Bundle,False
O16949,C101274,2025-08-18,38.29,wellness-tea,Focus Blend,False
O16948,C101274,2025-12-08,18.08,wellness-tea,Focus Blend,False
O16947,C101274,2025-12-14,34.81,skincare,Renew Serum,False
O16950,C101274,2026-01-18,36.55,wellness-tea,Focus Blend,False
O16951,C101274,2026-01-18,68.91,bundles,Starter Ritual Kit,False
O16952,C101275,2025-02-10,116.44,bundles,Full Routine Bundle,False
O16955,C101275,2025-03-08,96.31,bundles,Starter Ritual Kit,True
O16956,C101275,2025-04-07,79.03,bundles,Full Routine Bundle,False
O16954,C101275,2025-04-29,95.56,bundles,Full Routine Bundle,True
O16957,C101275,2025-06-07,46.89,bundles,Gift Set,True
O16958,C101275,2025-06-19,69.28,bundles,Full Routine Bundle,True
O16953,C101275,2025-06-21,107.82,bundles,Gift Set,True
O16959,C101276,2026-05-08,85.03,bundles,Gift Set,False
O16960,C101276,2026-06-01,114.45,bundles,Full Routine Bundle,False
O16961,C101276,2026-06-12,46.33,haircare,Gentle Wash,False
O16962,C101277,2025-03-01,50.65,skincare,Dew Cream,False
O16964,C101277,2025-03-05,48.9,wellness-tea,Calm Blend,False
O16963,C101277,2025-06-27,49.56,haircare,Root Boost Drops,False
O16969,C101278,2024-05-25,19.31,wellness-tea,Focus Blend,False
O16965,C101278,2024-12-15,23.8,wellness-tea,Calm Blend,False
O16967,C101278,2024-12-26,55.07,wellness-tea,Detox Blend,False
O16966,C101278,2025-01-18,40.06,wellness-tea,Detox Blend,False
O16968,C101278,2025-01-27,26.85,wellness-tea,Detox Blend,False
O16974,C101279,2024-09-08,18.62,supplements,Daily Greens,False
O16973,C101279,2024-09-17,50.68,supplements,Collagen Peptides,False
O16970,C101279,2024-11-15,96.18,bundles,Gift Set,False
O16972,C101279,2024-12-31,21.44,supplements,Daily Greens,False
O16971,C101279,2025-03-11,29.45,supplements,Sleep Gummies,False
O16976,C101280,2025-12-23,30.06,haircare,Gentle Wash,True
O16975,C101280,2026-01-04,58.31,haircare,Gentle Wash,True
O16978,C101280,2026-01-25,36.51,haircare,Silk Repair Mask,True
O16977,C101280,2026-02-01,35.55,haircare,Root Boost Drops,False
O16980,C101281,2025-09-05,59.04,wellness-tea,Calm Blend,True
O16979,C101281,2025-10-09,50.81,wellness-tea,Detox Blend,True
O16982,C101281,2025-11-01,56.39,skincare,Renew Serum,True
O16981,C101281,2025-12-30,49.58,wellness-tea,Focus Blend,False
O16983,C101282,2025-10-31,31.34,wellness-tea,Detox Blend,False
O16985,C101282,2025-12-03,30.23,wellness-tea,Focus Blend,False
O16986,C101282,2026-01-02,58.66,wellness-tea,Focus Blend,False
O16984,C101282,2026-03-14,44.25,wellness-tea,Calm Blend,False
O16988,C101282,2026-04-08,51.48,wellness-tea,Detox Blend,False
O16989,C101282,2026-05-15,37.14,skincare,Renew Serum,False
O16987,C101282,2026-07-06,56.37,wellness-tea,Detox Blend,False
O16993,C101283,2024-06-13,27.12,wellness-tea,Detox Blend,False
O16994,C101283,2024-06-26,19.41,wellness-tea,Focus Blend,True
O16996,C101283,2024-07-03,30.1,wellness-tea,Calm Blend,True
O16997,C101283,2024-07-23,56.34,wellness-tea,Focus Blend,True
O16990,C101283,2024-12-02,33.79,wellness-tea,Detox Blend,True
O16995,C101283,2025-02-07,43.53,skincare,Dew Cream,True
O16992,C101283,2025-04-05,43.2,wellness-tea,Calm Blend,True
O16998,C101283,2025-04-18,55.2,wellness-tea,Calm Blend,True
O16991,C101283,2025-05-19,56.3,haircare,Gentle Wash,True
O16999,C101284,2026-02-09,25.12,wellness-tea,Detox Blend,False
O17000,C101284,2026-02-19,32.71,wellness-tea,Calm Blend,False
O17001,C101284,2026-03-25,57.72,body-care,Sugar Scrub,False
O17002,C101284,2026-04-01,47.95,skincare,Glow SPF 40,False
O17008,C101285,2026-04-26,54.06,bundles,Starter Ritual Kit,False
O17004,C101285,2026-05-28,53.59,body-care,Hand Repair,True
O17006,C101285,2026-05-30,23.85,haircare,Root Boost Drops,True
O17007,C101285,2026-05-31,23.41,body-care,Velvet Body Butter,True
O17003,C101285,2026-06-13,57.32,body-care,Hand Repair,True
O17005,C101285,2026-06-15,37.4,body-care,Velvet Body Butter,True
O17011,C101286,2025-07-31,56.73,wellness-tea,Calm Blend,False
O17009,C101286,2025-10-28,58.31,wellness-tea,Focus Blend,False
O17012,C101286,2025-12-04,37.28,skincare,Glow SPF 40,False
O17010,C101286,2026-02-26,18.19,wellness-tea,Focus Blend,False
O17015,C101287,2025-06-28,116.95,bundles,Gift Set,True
O17018,C101287,2025-07-13,40.63,supplements,Omega Blend,False
O17014,C101287,2025-08-03,67.39,bundles,Gift Set,True
O17019,C101287,2025-09-10,27.61,supplements,Daily Greens,True
O17017,C101287,2025-09-13,44.66,body-care,Velvet Body Butter,True
O17013,C101287,2025-10-10,34.06,supplements,Daily Greens,True
O17016,C101287,2025-11-08,58.97,haircare,Silk Repair Mask,True
O17020,C101288,2026-04-21,20.11,body-care,Hand Repair,False
O17024,C101288,2026-04-21,41.25,body-care,Sugar Scrub,True
O17029,C101288,2026-05-09,25.0,body-care,Sugar Scrub,False
O17023,C101288,2026-05-23,19.81,body-care,Sugar Scrub,True
O17027,C101288,2026-05-26,50.34,body-care,Sugar Scrub,False
O17028,C101288,2026-06-04,40.69,supplements,Sleep Gummies,False
O17022,C101288,2026-06-08,40.63,body-care,Hand Repair,False
O17021,C101288,2026-06-10,52.2,body-care,Velvet Body Butter,False
O17025,C101288,2026-06-20,37.94,skincare,Glow SPF 40,False
O17026,C101288,2026-06-25,29.98,body-care,Sugar Scrub,False
O17032,C101289,2026-01-18,34.72,wellness-tea,Calm Blend,False
O17034,C101289,2026-03-13,30.98,wellness-tea,Calm Blend,False
O17030,C101289,2026-03-13,21.41,body-care,Velvet Body Butter,False
O17033,C101289,2026-03-16,125.18,bundles,Starter Ritual Kit,False
O17031,C101289,2026-05-13,51.93,wellness-tea,Calm Blend,False
O17036,C101290,2025-01-19,36.04,wellness-tea,Focus Blend,False
O17037,C101290,2025-01-26,110.64,bundles,Starter Ritual Kit,False
O17035,C101290,2025-02-11,54.81,bundles,Gift Set,False
O17038,C101291,2026-06-17,35.05,skincare,Clarity Cleanser,False
O17039,C101291,2026-06-22,55.5,body-care,Sugar Scrub,False
O17041,C101291,2026-06-23,50.05,body-care,Velvet Body Butter,False
O17040,C101291,2026-07-04,84.53,bundles,Full Routine Bundle,False
O17048,C101292,2026-03-02,22.84,haircare,Root Boost Drops,False
O17050,C101292,2026-03-03,44.81,skincare,Dew Cream,False
O17045,C101292,2026-03-05,30.96,supplements,Daily Greens,False
O17043,C101292,2026-03-08,40.28,haircare,Silk Repair Mask,False
O17042,C101292,2026-04-20,33.79,skincare,Clarity Cleanser,False
O17047,C101292,2026-04-23,41.0,skincare,Dew Cream,False
O17046,C101292,2026-04-30,29.14,wellness-tea,Calm Blend,False
O17044,C101292,2026-06-07,55.07,wellness-tea,Calm Blend,False
O17049,C101292,2026-06-11,38.94,skincare,Dew Cream,False
O17054,C101293,2024-07-07,51.98,body-care,Sugar Scrub,False
O17052,C101293,2024-09-01,44.22,haircare,Root Boost Drops,True
O17053,C101293,2025-01-01,45.99,haircare,Silk Repair Mask,True
O17051,C101293,2025-02-27,51.67,bundles,Gift Set,True
O17055,C101293,2025-05-22,31.51,haircare,Root Boost Drops,True
O17063,C101294,2024-06-06,27.02,skincare,Dew Cream,True
O17058,C101294,2024-06-22,54.88,skincare,Renew Serum,True
O17057,C101294,2024-06-24,18.93,wellness-tea,Focus Blend,False
O17061,C101294,2024-09-21,34.12,body-care,Velvet Body Butter,True
O17060,C101294,2024-11-27,30.58,skincare,Clarity Cleanser,True
O17059,C101294,2024-12-02,24.06,skincare,Renew Serum,False
O17062,C101294,2024-12-28,29.89,supplements,Daily Greens,True
O17056,C101294,2025-01-05,45.98,skincare,Renew Serum,True
O17064,C101294,2025-01-25,53.09,body-care,Sugar Scrub,False
O17065,C101294,2025-03-12,85.1,bundles,Gift Set,True
O17076,C101295,2024-08-30,41.42,bundles,Gift Set,True
O17072,C101295,2024-09-07,66.87,bundles,Starter Ritual Kit,True
O17074,C101295,2024-10-08,49.74,skincare,Dew Cream,True
O17068,C101295,2024-10-25,51.48,skincare,Dew Cream,True
O17067,C101295,2024-11-22,48.65,skincare,Dew Cream,True
O17075,C101295,2025-02-02,20.24,skincare,Dew Cream,False
O17069,C101295,2025-03-04,40.24,skincare,Glow SPF 40,True
O17066,C101295,2025-03-14,28.44,skincare,Dew Cream,True
O17073,C101295,2025-07-12,38.79,skincare,Renew Serum,False
O17070,C101295,2025-08-06,57.93,skincare,Renew Serum,True
O17071,C101295,2025-10-17,38.28,skincare,Renew Serum,True
O17080,C101296,2025-08-24,21.79,haircare,Root Boost Drops,False
O17077,C101296,2025-11-16,58.69,supplements,Collagen Peptides,False
O17078,C101296,2025-12-03,43.33,supplements,Collagen Peptides,False
O17079,C101296,2026-03-01,31.11,wellness-tea,Focus Blend,False
O17088,C101297,2025-09-13,56.93,body-care,Hand Repair,False
O17082,C101297,2025-09-17,75.01,bundles,Starter Ritual Kit,True
O17086,C101297,2025-10-02,30.6,supplements,Omega Blend,False
O17085,C101297,2025-10-14,31.45,wellness-tea,Detox Blend,True
O17081,C101297,2025-10-31,97.15,bundles,Starter Ritual Kit,True
O17084,C101297,2025-11-24,84.24,bundles,Full Routine Bundle,True
O17083,C101297,2026-01-11,44.85,supplements,Collagen Peptides,True
O17087,C101297,2026-02-05,46.39,supplements,Omega Blend,True
O17089,C101298,2024-09-16,57.05,skincare,Clarity Cleanser,False
O17093,C101298,2024-10-09,53.02,wellness-tea,Detox Blend,False
O17092,C101298,2025-12-03,21.63,skincare,Renew Serum,False
O17091,C101298,2026-02-19,40.89,skincare,Glow SPF 40,False
O17090,C101298,2026-02-28,22.07,skincare,Glow SPF 40,False
O17095,C101299,2025-11-12,50.08,skincare,Glow SPF 40,False
O17100,C101299,2025-11-17,43.75,body-care,Hand Repair,True
O17097,C101299,2025-11-26,23.5,skincare,Dew Cream,True
O17094,C101299,2026-01-17,34.96,skincare,Glow SPF 40,True
O17101,C101299,2026-01-24,59.75,haircare,Silk Repair Mask,True
O17098,C101299,2026-03-19,83.38,bundles,Starter Ritual Kit,True
O17096,C101299,2026-04-02,43.39,skincare,Clarity Cleanser,False
O17099,C101299,2026-05-02,23.06,haircare,Silk Repair Mask,True
O17103,C101300,2025-05-12,30.4,skincare,Dew Cream,False
O17104,C101300,2025-05-29,22.0,skincare,Clarity Cleanser,False
O17105,C101300,2025-07-04,57.09,skincare,Glow SPF 40,False
O17102,C101300,2025-08-25,53.74,skincare,Clarity Cleanser,False
O17106,C101301,2026-06-09,93.87,bundles,Starter Ritual Kit,False
O17108,C101302,2026-01-01,23.55,wellness-tea,Focus Blend,False
O17112,C101302,2026-01-05,19.61,body-care,Sugar Scrub,False
O17110,C101302,2026-01-21,32.1,haircare,Root Boost Drops,False
O17111,C101302,2026-02-27,28.69,supplements,Sleep Gummies,False
O17109,C101302,2026-03-27,22.02,haircare,Silk Repair Mask,False
O17107,C101302,2026-04-25,131.26,bundles,Full Routine Bundle,False
O17113,C101303,2025-02-27,54.77,skincare,Clarity Cleanser,False
O17114,C101304,2025-11-26,122.56,bundles,Starter Ritual Kit,False
O17115,C101305,2025-03-16,55.03,skincare,Glow SPF 40,False
O17118,C101305,2025-05-23,23.58,supplements,Daily Greens,False
O17116,C101305,2025-07-03,51.12,skincare,Dew Cream,False
O17117,C101305,2025-10-21,48.83,skincare,Renew Serum,False
O17123,C101306,2025-10-19,47.24,haircare,Gentle Wash,False
O17124,C101306,2025-11-10,118.46,bundles,Gift Set,False
O17119,C101306,2025-12-15,91.88,bundles,Gift Set,False
O17122,C101306,2026-01-18,53.26,skincare,Clarity Cleanser,False
O17120,C101306,2026-02-01,33.76,body-care,Hand Repair,False
O17121,C101306,2026-03-11,92.92,bundles,Gift Set,False
O17125,C101307,2025-02-12,39.45,wellness-tea,Focus Blend,False
O17129,C101307,2025-07-08,38.26,wellness-tea,Detox Blend,False
O17131,C101307,2025-08-06,22.26,skincare,Dew Cream,False
O17126,C101307,2025-10-17,49.76,skincare,Clarity Cleanser,False
O17127,C101307,2025-11-16,46.33,skincare,Clarity Cleanser,False
O17130,C101307,2026-01-21,43.08,skincare,Renew Serum,False
O17128,C101307,2026-03-02,45.01,skincare,Glow SPF 40,False
O17134,C101308,2025-09-23,59.79,bundles,Full Routine Bundle,False
O17135,C101308,2025-10-16,51.55,body-care,Sugar Scrub,False
O17132,C101308,2025-10-26,41.84,body-care,Sugar Scrub,False
O17133,C101308,2025-11-23,110.08,bundles,Starter Ritual Kit,False
O17136,C101308,2026-01-06,42.66,body-care,Sugar Scrub,False
O17137,C101308,2026-01-29,44.99,supplements,Collagen Peptides,False
O17138,C101308,2026-04-03,99.85,bundles,Starter Ritual Kit,False
O17139,C101309,2025-02-12,26.38,wellness-tea,Calm Blend,False
O17140,C101309,2025-02-17,22.08,supplements,Sleep Gummies,False
O17145,C101310,2024-11-25,36.64,haircare,Silk Repair Mask,False
O17146,C101310,2025-04-04,40.0,haircare,Root Boost Drops,False
O17141,C101310,2025-09-08,52.37,haircare,Root Boost Drops,False
O17143,C101310,2025-09-24,40.44,body-care,Sugar Scrub,False
O17144,C101310,2025-11-08,30.12,wellness-tea,Focus Blend,False
O17142,C101310,2026-01-04,42.48,haircare,Gentle Wash,False
O17147,C101310,2026-03-06,45.03,body-care,Velvet Body Butter,False
O17151,C101311,2025-07-12,36.26,supplements,Omega Blend,False
O17149,C101311,2025-09-02,48.5,supplements,Omega Blend,False
O17148,C101311,2026-01-25,40.77,haircare,Root Boost Drops,False
O17152,C101311,2026-01-27,48.97,haircare,Root Boost Drops,False
O17150,C101311,2026-02-11,22.21,haircare,Root Boost Drops,False
O17158,C101312,2025-10-15,29.36,body-care,Velvet Body Butter,False
O17157,C101312,2025-11-01,34.46,body-care,Sugar Scrub,False
O17156,C101312,2025-11-10,32.71,body-care,Hand Repair,False
O17153,C101312,2025-11-22,38.38,body-care,Hand Repair,False
